id,product,title,rating,reviewText
51,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
One of the Best Phone in the price range of 17K. But Camera is not good.",5,"3 Days Review:Unique findings:1. RAM Booster is available with a 6GB variant, it gives an additional 2 GB for RAM Booster. So you can have a total of 8GB RAM. But technically it's not similar to the 8GB Variant. 2GB RAM Booster will help you very mildly boost your phone Speed. But yes, you can tell your friends you have an 8GB+128GB variant. :)2. Auto Call Recording will tell the receiver that you are recording this call. to avoid this. You can install Truecaller which will give a separate call recording option that won't tell the receiver about the call recording.3. Charge your Phone when not in use to get a very fast charging than normal. switch off your, mobile data, wifi, hotspot, etc. put on the charge. it will be charged from 0-100% within an hour. Also always plugged in for charging when it reaches 30%-40% battery and stops at 99%. it gives the battery a longer life.4. 90HZ refresh rate will give you smooth operation but it also drains the battery. First, use it with 60HZ and see if you can manage with it, if not you can go for 90HZ.5. Switch to Dark mode, White mode will drain the battery faster compare to Dark mode.6. You can uninstall most of the preinstalled useless apps.7. Camera is good but the camera software is the worst. You can install camera apps like Camera MX or Open Camera for good-quality pictures.8. Put your brightness in Auto, It will adjust as per the surrounding lights also it's a battery saver.9. Finger Print Scanner can only unlock your device. it won't lock your device.10. Avoid locking your phone with the power button. the Power Button won't last long. Always let your phone be locked by itself by the set timer or you can manually lock your phone using the lock option in side of the phone.Next Update after a month."
52,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Phone is Good",4,"Phone is Good, 90 Hertz Refresh rate of Display works Very well.Sometimes Screen Shows Glitches."
53,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
I purchase this phone best price",4,G o o d m o b i l e
54,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
BEAST IN BUDGET",5,"This ia my second mobile, the first one was Redmi Note 5 and I've used it for 4 Years, Now I'm writing this review after 1 Year use and This Phone didn't disappointed me.1)The Battery is at best condition as it was on first day, Charges very fast and doesn't drain, it gets me 1 day (sometimes 2 days) very comfortably2)Camera is also good, The Video Quality is absolutely best (60 FPS), Camera is 50 MP & its actually good3) The performance of this phone is the best part of this phone, the processer is absolutely best, since 1 Year and it never lag or hang once4) For the gamers, this is nice phone, you can play games in very comfort zone, but take 6 GB Ram Piece, it runs very smoother, 90 Hz speed is absolute OP ??5) you can store more data without lagging the phone, it processes so much data without being hang6) Just remember, I've 6 GB Ram + 128 GB Storage (Above details are my opinions about this), you should take 6+128 Product, it's worthy ????"
55,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Nice",5,Super Mobile
56,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good phone but not the best in the segment",4,"The camera should be improved the 50MP camera looks like a 12mp photos taken on an entry-level mobileThe display is quite descent the viewing angles should be betterThe design of this phone makes it the best looking smartphone in the segment especially the Stardust White colour is super attractive and  eye catchyThe battery life is super good all thanks to 6nm processor and 5000mAh batteryEven though i got this at ?12,999/- on the first sale of Amazon Great Indian Festival"
57,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good performance",4,Sab Kuch good h.
58,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good",4,"Phone is good ,but camera need improvement. In low light camera performance is not as shown in product specification .Other things are good."
59,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","3.0 out of 5 stars
Hanging problem in this phone",3,This mobile phone not as good as it looks. Because it has hanging problems. Most of the times it gets hang and due to this anything has been opened automatically and sometimes touch doesn't work properly. When it get restart then this phone works properly.
60,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good to buy for this rate",4,As usual at someplaces lagness comes but good
61,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
The best phone in 2k22 I have purchased in 30sep",4,The best phone in 2k22 I have purchased in 30sep but on 2dec my mobile stolen during this period I have used 7-8 hrs in a day continuesly but there's no lag problem battery life is good the speaker is not good I think in this mobile there is one problem I face
62,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Value for Money",5,Most reasonable price with Great Features of this MI 11 Note. Awesome Phone and absolute great offer through Amazon Prime.
63,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Nice phone for small budget",4,Nice phone for small budget
64,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
NICE PRODUCT ITS VERY GOOD",5,VERY GOOD PRODUCT....
65,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
One of the best 5g phone under 15-16 k.",4,"Fast charging, side fingerprint working fine, due to an inexpensive 5g mobile in 16 k camera is not very good but fine, main focus is a 5g mobile of redmi in 16k with 6-128 ram-rom pair. Android 12 can be upadated with miui 13, sometimes facing a little lag problem, battery is fine, some additional features are attractive. Better than other realme, iqoo, infinix 5g mobiles which are nearly 16 k."
66,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","3.0 out of 5 stars
Bad experience with Redmi",3,After completion of warranty period now sim 1 slot in my phone is not detecting any sim and service center people are asking me to change main board which is almost half the cost of phone.
67,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","3.0 out of 5 stars
Review",3,Voice recorder is not working though I am also using redmi note 8 pro where I don't have such problems.
68,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Average phone",4,The phone specs are decent. Build quality and finger print sensors are nice. Camera quality is average but still can take some good pics. Since the processor is a 5g technology battery drain can occur a bit fast but still can long last a day for average users. Overall this phone is ideal for average to moderate users.
69,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","3.0 out of 5 stars
Loud speaker volume very low, small object close up photo not clear or not focusing clearly",3,"Loud speaker volume very low, small object close up photo not clear or not focusing clearly"
70,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
sound quality , calling quality",4,video play sound low and phone calling no of noise not perfect sound all disturbancesome time calling but automatically disconnected this phone worth 11000 to 12000/- worth
71,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Overall Great but Price is bit high",4,"That was my first review - Phone is working fine, Camera is good, Battery backup Awesome, a little heating issue but its normal, Charging is very fast, Overall I loved this.After using 3-4 months I got to know this is a pathetic mobile, this model have software issue, phone gets turned off automatically...sometimes it just show MI on the startup and nothing happens after that.. it is acting like that from last few days.. I have wasted my money"
72,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Amazing product!!",5,"I bought this after lot of research and this is my review after using it on first day1) decent camera liked the clarity and colours2) amazing speed and nice performance with two options of 60hz or 90 hz refresh rate which can be chosen , ofc i liked the 90hz as its fluid.3) 6gb ram + 2gb booster4) battery is really quick to charge with 33w charger  , but initially battery drains quickly but it will optimize after some time5) need to uninstall bloatwares6) light weight with punchhole display7) fingerprint nice and accurate8) i liked the typing experience , it was really fluid9) front camera had bit noise in video recording especially but still its decent10) nice experience  with stereo speakers , bottom one is louder than top one.I recommend it, lets see how it performs in upcoming days"
73,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","3.0 out of 5 stars
Good but not awesome",3,Good phone in this rate with 5g. But hanging issues. Rate is bit expensive.
74,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Nice phone but it needs to lite in weight",4,"After using 4 months, we can say MI has to improve much more in its phone. Processing, speaker, weight etc. And also in camera..... 50MP back camera is a joke. Selfie camera is good but improvment is required. Overall 3.5 rating we can give."
75,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Less cost 5g mobile to take its best",4,Fingerprint is best in this mobile... Bettery like is okok camera is also okok
76,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Front camera has lag",4,Overall performance is good & adorable design.The issue was with camera quality and camera has lag too.I received a damaged product due to which I faced a lot of problems to replace it due to negligence from Amazon staff. But finally my product got returned not replaced.I got the refund after one month of pickup. Wonderful service from Amazon ????
77,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good mobile in price",4,Good mobile in price and function .
78,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Very fast and light weight",5,Light weight phone and very nice.
79,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","3.0 out of 5 stars
wi-fi gets disabled if phone is not used for more than 3-4 hours",3,"The media could not be loaded.
                



 wi-fi gets disabled if phone is not used for more than 3-4 hours. this is how i identified.after you wakeup in the morning, check the wi-fi status at the top, it would not be present, now as you have switched on the screen, wi-fi gets connected. showed this issue to the service center, even they dont have solution.check the attached video.observe wifi symbol at the top, its not present, as you screen is ON, wifi connects and symbol appears.unfortunately i ordered two units(mobiles), in both the units this problem exists"
80,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Finger print scanner is most inconveniently placed",4,Finger print scanner needs to be relocated to the back of the phone from the current side.Phone keeps vibrating very often due to finger touching the scanner while holding the phone.This is serious and critical design issue
81,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
5g facility",5,Nice to use.
82,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Overall good under this budget",4,If you buy phone for camera purpose then don't buy this. But overall average mobile under this price. Battery backup very good and changing time apx 40-50 minutes for 1 to 100%.
83,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Great phone in budget",5,"I have been using this phone for over a year now, it has great battery backup and good camera quality. The phone gets heated shortly in direct sunlight other than that no issues till now"
84,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Speaker sound quality ??",4,Speaker sound is lower..... Not Happy with sound rest all is awesome
85,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Meh phone",4,Camera is okok
86,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Overall a great phone under ?20k.",5,"Some reviews have heavily criticized this phone, however I've been using it for the past 5 days and it's been excellent.The display is amazing with great contrast and brightness along with a smooth 90hz display which looks amazing when scrolling or using the phone in general.The phone has a good processor which is more than enough to handle day to day tasks and good enough to handle games.The camera is great, with image stabilization, AI assistance, etc, but it's not the best of cameras which I've seen. The final image though, looks pretty good due to enhanced picture processing.It charges to 100% in under an hour or a bit more with the 33 Watt fast charger (I usually don't even need to charge it at night). The battery easily lasts a day with normal usage and can go upto 70-75 hours (3 days) with the battery saver on.The phone also has several quirks and features which I find helpful.The MiUI has a minimal and clean interface and is very easy to use and yet has a premium look to it. Small details are designed well, (such as window animations, titles, etc) which show the good quality of the UI.In my opinion, the Redmi 11T 5G is a phenomenal phone under ?20k."
87,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
The phone has only two problems as per my experience",4,"I would say the phone is good. I got this phone 6GB and 128GB variant at Rs12999 on a great festival sale on Amazon, and at this price, this phone is the best. The phone's camera is not up to the mark, and this phone comes with Android 11. All other things except these two are best in the phone.If you have any questions just ask me."
88,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Camera Quality is not very upto the mark but rest is amazing",5,I am posting this review after extensive use of the mobile and I can surely say that this is the one of the best budget 5G mobile which comes with a nice processor and able to handle all day to day task with very smoothly and with ease. But camera quality is the thing which could be improved. However all other things are upto the mark and highly recommend product in this price range. One of the best 5G budget mobile
89,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good phone... Great price!",4,"Let's break it down and keep it simple:1. Battery life is good2. Smooth touch screen3. Good processing speed4. 5G enabled (but not a plus right now)5. Easy functionality and user friendly6. Turbo charge is too good7. Sound with speaker inbuilt8. Heavy duty performance9. Display is above averageBut....1. The adaptive brightness is not that great2. Camera is good (both front and back), but if you want an incredible camera, this is not it.Overall good phone built for performance... Not for selfie lovers and camera geeks.. So choose wisely ??"
90,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good 5g mobile",4,Good one display is good battery life is very good camera quality is good for me finger printer placement is not good can't be used with both hands
91,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Battery is not sufficient for whole day usage",4,I like the performance of this phoneIt works very smoothlyExperience is like a upper midrange smartphoneOnly thing I didn't like is battery backup but 33watt charging charges the phone in an hour form 0 to 100
92,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Best Product Bought From Best Platform",5,"À 5G phone purchased at a unique price from Amazon on a Diwali Sale. Thank you. It was first time purchasing phone on Amazon went positive experience. 1st phone had a small functional defect in it, contacted the customer service and prompt response received. In next two days received this brand new phone. So WinWin situation for us. Phone have a classic themes for wallpapers category, Apple theme wallpaper is awesome. Feels like using an Apple phone.battery is awesome. Phone gets charged in like 30 min. To 100%. Battery is draining in very slow pace which is another upside. Camera is upto the mark. Overall performance is 5/5."
93,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","5.0 out of 5 stars
Lovely",5,Lovely
94,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","2.0 out of 5 stars
Issues with software",2,"Some issues with the software. Push notifications remains there for a very longer time, which is a headache as it's disppayed on the keypad. Then when a call comes if we open any other application Without attending the call, it's not possible to go back to the call and attend it while phone will be still ringing.Not worth the money."
95,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
All great except camera",4,"I like the phone. It has a good processor, the looks are really good in the matte black edition. But if you are buying a phone for camera and taking pictures, I would say don't buy it. It's not that good with camera perspective."
96,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","3.0 out of 5 stars
Good product this price",3,Good product this price
97,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Overall good phone",4,"Using it from last 3 months now. Battery backup is good , camera is good and in this price range this is one of the good option as of now"
98,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Good",4,"Nice phone, smooth touch"
99,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers","4.0 out of 5 stars
Missing accessories received",4,Providing review on product performance before 24 hr not good idea. However I am forced to put product with accessories I have received missing items like screen cleaner and sim ejector. It's mentioned when I buy but in box those are missing.Handset performance seems good will give review after some week useage. Overall delivery and packing need to improve all items are included!
